JobRequestID,ItemKey,SectionKey,DateKey,RequestedQty,IssuedQty,StockOnHand,ForecastQty,IsStockout,FulfillmentStatus,ForecastError_Demand,ForecastError_Supply
JR-2599,368,368,368,120,116,379,104,0,Partial – Policy/Budget,-16,-12
JR-2608,369,369,369,50,27,297,64,0,Partial – Policy/Budget,14,37
JR-2609,370,370,370,132,111,67,146,1,Partial – Stockout,14,35
JR-2610,371,371,371,98,80,334,109,0,Partial – Policy/Budget,11,29
JR-2615,372,372,372,66,59,261,79,0,Partial – Policy/Budget,13,20
JR-2615,373,373,373,184,169,389,174,0,Partial – Policy/Budget,-10,5
JR-2626,374,374,374,39,19,186,35,0,Partial – Policy/Budget,-4,16
JR-2627,375,375,375,175,164,278,192,0,Partial – Policy/Budget,17,28
JR-2638,376,376,376,77,52,376,77,0,Partial – Policy/Budget,0,25
JR-2640,377,377,377,63,42,123,59,0,Partial – Policy/Budget,-4,17
JR-2641,378,378,378,105,95,367,109,0,Partial – Policy/Budget,4,14
JR-2650,379,379,379,83,72,313,82,0,Partial – Policy/Budget,-1,10
JR-2654,380,380,380,32,5,17,59,1,Partial – Stockout,27,54
JR-2654,381,381,381,73,46,274,82,0,Partial – Policy/Budget,9,36
JR-2654,382,382,382,97,89,232,87,0,Partial – Policy/Budget,-10,-2
JR-2655,383,383,383,86,77,165,91,0,Partial – Policy/Budget,5,14
JR-2659,384,384,384,65,45,118,63,0,Partial – Policy/Budget,-2,18
JR-2663,385,385,385,63,39,284,78,0,Partial – Policy/Budget,15,39
JR-2667,386,386,386,137,132,187,134,0,Partial – Policy/Budget,-3,2
JR-2672,387,387,387,37,23,448,39,0,Partial – Policy/Budget,2,16
JR-2675,388,388,388,72,64,64,51,1,Partial – Stockout,-21,-13
JR-2678,389,389,389,26,16,188,27,0,Partial – Policy/Budget,1,11
JR-2679,390,390,390,173,150,456,170,0,Partial – Policy/Budget,-3,20
JR-2680,391,391,391,182,155,264,197,0,Partial – Policy/Budget,15,42
JR-2684,392,392,392,37,29,101,23,0,Partial – Policy/Budget,-14,-6
JR-2685,393,393,393,149,124,392,140,0,Partial – Policy/Budget,-9,16
JR-2686,394,394,394,103,77,365,118,0,Partial – Policy/Budget,15,41
JR-2694,395,395,395,28,14,474,71,0,Partial – Policy/Budget,43,57
JR-2695,396,396,396,87,65,43,84,1,Partial – Stockout,-3,19
JR-2700,397,397,397,22,2,8,32,1,Partial – Stockout,10,30
JR-2702,398,398,398,69,40,255,101,0,Partial – Policy/Budget,32,61
JR-2705,399,399,399,127,123,169,118,0,Partial – Policy/Budget,-9,-5
JR-2710,400,400,400,189,188,473,179,0,Partial – Policy/Budget,-10,-9
JR-2713,401,401,401,161,150,445,180,0,Partial – Policy/Budget,19,30
JR-2720,402,402,402,200,171,63,213,1,Partial – Stockout,13,42
JR-2723,403,403,403,,105,399,144,0,Unknown,,39
JR-2740,404,404,404,127,98,347,110,0,Partial – Policy/Budget,-17,12
JR-2740,405,405,405,113,91,132,144,0,Partial – Policy/Budget,31,53
JR-2742,406,406,406,138,115,418,125,0,Partial – Policy/Budget,-13,10
JR-2744,407,407,407,6,0,74,20,0,Partial – Policy/Budget,14,20
JR-2747,408,408,408,30,1,40,0,0,Partial – Policy/Budget,-30,-1
JR-2750,409,409,409,44,38,496,78,0,Partial – Policy/Budget,34,40
JR-2762,410,410,410,155,143,219,126,0,Partial – Policy/Budget,-29,-17
JR-2763,411,411,411,178,164,193,166,0,Partial – Policy/Budget,-12,2
JR-2764,412,412,412,83,73,287,106,0,Partial – Policy/Budget,23,33
JR-2767,413,413,413,107,94,396,119,0,Partial – Policy/Budget,12,25
JR-2768,414,414,414,70,42,320,77,0,Partial – Policy/Budget,7,35
JR-2770,415,415,415,184,184,24,146,0,Full,-38,-38
JR-2771,416,416,416,167,141,10,141,1,Partial – Stockout,-26,0
JR-2776,417,417,417,26,24,185,29,0,Partial – Policy/Budget,3,5
JR-2785,418,418,418,39,36,84,37,0,Partial – Policy/Budget,-2,1
JR-2786,419,419,419,115,99,113,122,1,Partial – Stockout,7,23
JR-2791,420,420,420,173,148,84,192,1,Partial – Stockout,19,44
JR-2791,421,421,421,115,101,423,94,0,Partial – Policy/Budget,-21,-7
JR-2791,422,422,422,42,34,57,48,0,Partial – Policy/Budget,6,14
JR-2792,423,423,423,145,124,251,143,0,Partial – Policy/Budget,-2,19
JR-2796,424,424,424,39,19,81,20,0,Partial – Policy/Budget,-19,1
JR-2797,425,425,425,27,2,10,18,1,Partial – Stockout,-9,16
JR-2803,426,426,426,68,57,143,69,0,Partial – Policy/Budget,1,12
JR-2804,427,427,427,83,76,50,92,1,Partial – Stockout,9,16
JR-2805,428,428,428,2,0,474,0,0,Partial – Policy/Budget,-2,0
JR-2807,429,429,429,157,138,168,171,0,Partial – Policy/Budget,14,33
JR-2817,430,430,430,27,2,312,33,0,Partial – Policy/Budget,6,31
JR-2818,431,431,431,86,57,107,112,0,Partial – Policy/Budget,26,55
JR-2818,432,432,432,98,87,238,97,0,Partial – Policy/Budget,-1,10
JR-2820,433,433,433,119,105,214,87,0,Partial – Policy/Budget,-32,-18
JR-2822,434,434,434,39,38,451,56,0,Partial – Policy/Budget,17,18
JR-2824,435,435,435,6,0,140,15,0,Partial – Policy/Budget,9,15
JR-2833,436,436,436,146,123,256,131,0,Partial – Policy/Budget,-15,8
JR-2838,437,437,437,15,0,280,6,0,Partial – Policy/Budget,-9,6
JR-2838,438,438,438,95,70,19,107,1,Partial – Stockout,12,37
JR-2843,439,439,439,184,157,75,152,1,Partial – Stockout,-32,-5
JR-2854,440,440,440,147,134,491,177,0,Partial – Policy/Budget,30,43
JR-2858,441,441,441,6,0,95,0,0,Partial – Policy/Budget,-6,0
JR-2858,442,442,442,118,88,60,124,1,Partial – Stockout,6,36
JR-2862,443,443,443,190,188,243,167,0,Partial – Policy/Budget,-23,-21
JR-2865,444,444,444,144,138,303,116,0,Partial – Policy/Budget,-28,-22
JR-2867,445,445,445,200,197,254,194,0,Partial – Policy/Budget,-6,-3
JR-2874,446,446,446,144,114,111,140,1,Partial – Stockout,-4,26
JR-2875,447,447,447,167,166,94,219,1,Partial – Stockout,52,53
JR-2880,448,448,448,139,132,331,123,0,Partial – Policy/Budget,-16,-9
JR-2884,449,449,449,67,45,126,85,0,Partial – Policy/Budget,18,40
JR-2887,450,450,450,13,0,18,8,0,Partial – Policy/Budget,-5,8
JR-2889,451,451,451,132,111,323,160,0,Partial – Policy/Budget,28,49
JR-2890,452,452,452,194,183,287,203,0,Partial – Policy/Budget,9,20
JR-2892,453,453,453,78,53,203,100,0,Partial – Policy/Budget,22,47
JR-2902,454,454,454,24,17,454,22,0,Partial – Policy/Budget,-2,5
JR-2904,455,455,455,66,64,195,78,0,Partial – Policy/Budget,12,14
JR-2907,456,456,456,49,31,133,45,0,Partial – Policy/Budget,-4,14
JR-2910,457,457,457,21,18,250,0,0,Partial – Policy/Budget,-21,-18
JR-2912,458,458,458,197,195,329,210,0,Partial – Policy/Budget,13,15
JR-2914,459,459,459,78,78,205,85,0,Full,7,7
JR-2922,460,460,460,3,0,269,0,0,Partial – Policy/Budget,-3,0
JR-2922,461,461,461,191,167,245,164,0,Partial – Policy/Budget,-27,-3
JR-2922,462,462,462,46,19,306,14,0,Partial – Policy/Budget,-32,-5
JR-2923,463,463,463,163,134,481,193,0,Partial – Policy/Budget,30,59
JR-2923,464,464,464,198,173,121,167,1,Partial – Stockout,-31,-6
JR-2929,465,465,465,67,43,133,55,0,Partial – Policy/Budget,-12,12
JR-2932,466,466,466,188,161,106,174,1,Partial – Stockout,-14,13
JR-2938,467,467,467,169,162,212,172,0,Partial – Policy/Budget,3,10
JR-2943,468,468,468,56,52,438,34,0,Partial – Policy/Budget,-22,-18
JR-2955,469,469,469,195,187,252,227,0,Partial – Policy/Budget,32,40
JR-2958,470,470,470,190,173,486,171,0,Partial – Policy/Budget,-19,-2
JR-2960,471,471,471,101,76,124,108,0,Partial – Policy/Budget,7,32
JR-2965,472,472,472,113,85,221,126,0,Partial – Policy/Budget,13,41
JR-2970,473,473,473,142,114,222,128,0,Partial – Policy/Budget,-14,14
JR-2971,474,474,474,10,0,495,1,0,Partial – Policy/Budget,-9,1
JR-2974,475,475,475,197,190,382,220,0,Partial – Policy/Budget,23,30
JR-2978,476,476,476,137,126,493,112,0,Partial – Policy/Budget,-25,-14
JR-2980,477,477,477,94,76,148,105,0,Partial – Policy/Budget,11,29
JR-2986,478,478,478,135,110,26,127,1,Partial – Stockout,-8,17
JR-2989,479,479,479,95,65,316,88,0,Partial – Policy/Budget,-7,23
JR-2996,480,480,480,146,125,278,129,0,Partial – Policy/Budget,-17,4
JR-3003,481,481,481,2,0,352,0,0,Partial – Policy/Budget,-2,0
JR-3013,482,482,482,135,127,486,156,0,Partial – Policy/Budget,21,29
JR-3014,483,483,483,110,85,232,109,0,Partial – Policy/Budget,-1,24
JR-3018,484,484,484,197,169,230,168,0,Partial – Policy/Budget,-29,-1
JR-3023,485,485,485,24,12,111,0,0,Partial – Policy/Budget,-24,-12
JR-3024,486,486,486,23,20,361,54,0,Partial – Policy/Budget,31,34
JR-3032,487,487,487,79,72,377,93,0,Partial – Policy/Budget,14,21
JR-3032,488,488,488,26,22,433,9,0,Partial – Policy/Budget,-17,-13
JR-3037,489,489,489,119,97,155,135,0,Partial – Policy/Budget,16,38
JR-3041,490,490,490,184,156,153,200,1,Partial – Stockout,16,44
JR-3043,491,491,491,129,120,186,103,0,Partial – Policy/Budget,-26,-17
JR-3053,492,492,492,53,49,40,24,1,Partial – Stockout,-29,-25
JR-3064,493,493,493,163,147,131,203,1,Partial – Stockout,40,56
JR-3068,494,494,494,163,136,385,206,0,Partial – Policy/Budget,43,70
JR-3070,495,495,495,36,24,290,14,0,Partial – Policy/Budget,-22,-10
JR-3090,496,496,496,66,66,351,67,0,Full,1,1
JR-3093,497,497,497,175,147,153,156,1,Partial – Stockout,-19,9
JR-3098,498,498,498,198,170,247,208,0,Partial – Policy/Budget,10,38
JR-3100,499,499,499,171,151,120,174,1,Partial – Stockout,3,23
JR-3101,500,500,500,190,188,65,219,1,Partial – Stockout,29,31
JR-3101,501,501,501,13,0,409,0,0,Partial – Policy/Budget,-13,0
JR-3103,502,502,502,26,14,336,61,0,Partial – Policy/Budget,35,47
JR-3106,503,503,503,37,18,149,24,0,Partial – Policy/Budget,-13,6
JR-3125,504,504,504,155,143,245,189,0,Partial – Policy/Budget,34,46
JR-3126,505,505,505,70,62,236,59,0,Partial – Policy/Budget,-11,-3
JR-3128,506,506,506,96,75,391,108,0,Partial – Policy/Budget,12,33
JR-3138,507,507,507,3,0,323,10,0,Partial – Policy/Budget,7,10
JR-3140,508,508,508,123,94,249,123,0,Partial – Policy/Budget,0,29
JR-3149,509,509,509,86,77,184,83,0,Partial – Policy/Budget,-3,6
JR-3151,510,510,510,91,70,49,92,1,Partial – Stockout,1,22
JR-3159,511,511,511,23,0,410,14,0,Partial – Policy/Budget,-9,14
JR-3165,512,512,512,86,84,243,106,0,Partial – Policy/Budget,20,22
JR-3167,513,513,513,185,156,451,201,0,Partial – Policy/Budget,16,45
JR-3173,514,514,514,75,73,457,45,0,Partial – Policy/Budget,-30,-28
JR-3173,515,515,515,181,161,499,170,0,Partial – Policy/Budget,-11,9
JR-3174,516,516,516,91,82,122,98,0,Partial – Policy/Budget,7,16
JR-3178,517,517,517,69,42,404,92,0,Partial – Policy/Budget,23,50
JR-3181,518,518,518,164,143,73,146,1,Partial – Stockout,-18,3
JR-3188,519,519,519,122,118,232,119,0,Partial – Policy/Budget,-3,1
JR-3192,520,520,520,87,59,250,66,0,Partial – Policy/Budget,-21,7
JR-3193,521,521,521,65,50,392,53,0,Partial – Policy/Budget,-12,3
JR-3194,522,522,522,80,77,122,119,0,Partial – Policy/Budget,39,42
JR-3204,523,523,523,31,9,440,44,0,Partial – Policy/Budget,13,35
JR-3224,524,524,524,136,116,371,125,0,Partial – Policy/Budget,-11,9
JR-3224,525,525,525,123,119,321,151,0,Partial – Policy/Budget,28,32
JR-3229,526,526,526,0,0,102,12,0,Full,12,12
JR-3234,527,527,527,117,94,99,136,1,Partial – Stockout,19,42
JR-3245,528,528,528,182,172,411,157,0,Partial – Policy/Budget,-25,-15
JR-3247,529,529,529,107,81,460,140,0,Partial – Policy/Budget,33,59
JR-3248,530,530,530,22,0,195,25,0,Partial – Policy/Budget,3,25
JR-3248,531,531,531,195,187,148,185,1,Partial – Stockout,-10,-2
JR-3254,532,532,532,9,0,469,3,0,Partial – Policy/Budget,-6,3
JR-3255,533,533,533,135,124,203,130,0,Partial – Policy/Budget,-5,6
JR-3256,534,534,534,89,61,145,92,0,Partial – Policy/Budget,3,31
JR-3257,535,535,535,29,15,60,37,0,Partial – Policy/Budget,8,22
JR-3258,536,536,536,17,3,218,27,0,Partial – Policy/Budget,10,24
JR-3258,537,537,537,192,170,378,186,0,Partial – Policy/Budget,-6,16
JR-3260,538,538,538,109,96,470,109,0,Partial – Policy/Budget,0,13
JR-3262,539,539,539,132,126,287,151,0,Partial – Policy/Budget,19,25
JR-3262,540,540,540,168,165,382,203,0,Partial – Policy/Budget,35,38
JR-3267,541,541,541,64,63,328,72,0,Partial – Policy/Budget,8,9
JR-3276,542,542,542,148,120,386,143,0,Partial – Policy/Budget,-5,23
JR-3281,543,543,543,122,98,288,147,0,Partial – Policy/Budget,25,49
JR-3282,544,544,544,52,35,418,83,0,Partial – Policy/Budget,31,48
JR-3286,545,545,545,33,12,170,30,0,Partial – Policy/Budget,-3,18
JR-3287,546,546,546,63,40,287,42,0,Partial – Policy/Budget,-21,2
JR-3299,547,547,547,114,109,91,119,1,Partial – Stockout,5,10
JR-3301,548,548,548,31,13,249,34,0,Partial – Policy/Budget,3,21
JR-3301,549,549,549,183,160,369,141,0,Partial – Policy/Budget,-42,-19
JR-3316,550,550,550,130,118,214,130,0,Partial – Policy/Budget,0,12
JR-3316,551,551,551,31,30,2,23,1,Partial – Stockout,-8,-7
JR-3318,552,552,552,52,48,46,21,1,Partial – Stockout,-31,-27
JR-3319,553,553,553,125,105,9,112,1,Partial – Stockout,-13,7
JR-3321,554,554,554,89,80,175,78,0,Partial – Policy/Budget,-11,-2
JR-3324,555,555,555,189,169,497,184,0,Partial – Policy/Budget,-5,15
JR-3328,556,556,556,200,182,215,224,0,Partial – Policy/Budget,24,42
JR-3329,557,557,557,147,127,137,208,1,Partial – Stockout,61,81
JR-3339,558,558,558,155,134,400,166,0,Partial – Policy/Budget,11,32
JR-3341,559,559,559,111,94,226,75,0,Partial – Policy/Budget,-36,-19
JR-3360,560,560,560,76,55,454,79,0,Partial – Policy/Budget,3,24
JR-3369,561,561,561,162,147,220,143,0,Partial – Policy/Budget,-19,-4
JR-3369,562,562,562,45,21,364,82,0,Partial – Policy/Budget,37,61
JR-3370,563,563,563,33,16,128,15,0,Partial – Policy/Budget,-18,-1
JR-3374,564,564,564,55,26,312,29,0,Partial – Policy/Budget,-26,3
JR-3378,565,565,565,167,138,289,179,0,Partial – Policy/Budget,12,41
JR-3384,566,566,566,,157,163,179,0,Unknown,,22
JR-3393,567,567,567,14,6,397,18,0,Partial – Policy/Budget,4,12
JR-3395,568,568,568,109,109,315,130,0,Full,21,21
JR-3396,569,569,569,162,162,94,128,0,Full,-34,-34
JR-3396,570,570,570,182,172,424,188,0,Partial – Policy/Budget,6,16
JR-3399,571,571,571,74,73,147,78,0,Partial – Policy/Budget,4,5
JR-3400,572,572,572,36,31,243,57,0,Partial – Policy/Budget,21,26
JR-3414,573,573,573,65,58,308,55,0,Partial – Policy/Budget,-10,-3
JR-3421,574,574,574,99,85,369,123,0,Partial – Policy/Budget,24,38
JR-3423,575,575,575,95,81,276,91,0,Partial – Policy/Budget,-4,10
JR-3436,576,576,576,58,55,67,95,0,Partial – Policy/Budget,37,40
JR-3444,577,577,577,115,98,149,115,0,Partial – Policy/Budget,0,17
JR-3446,578,578,578,71,45,15,77,1,Partial – Stockout,6,32
JR-3446,579,579,579,40,32,58,39,0,Partial – Policy/Budget,-1,7
JR-3450,580,580,580,121,96,4,110,1,Partial – Stockout,-11,14
JR-3456,581,581,581,,108,123,134,0,Unknown,,26
JR-3461,582,582,582,133,103,148,130,0,Partial – Policy/Budget,-3,27
JR-3463,583,583,583,,118,500,123,0,Unknown,,5
JR-3467,584,584,584,101,85,220,95,0,Partial – Policy/Budget,-6,10
JR-3469,585,585,585,72,63,198,78,0,Partial – Policy/Budget,6,15
JR-3474,586,586,586,2,0,258,2,0,Partial – Policy/Budget,0,2
JR-3475,587,587,587,45,32,271,37,0,Partial – Policy/Budget,-8,5
JR-3482,588,588,588,174,160,40,171,1,Partial – Stockout,-3,11
JR-3492,589,589,589,126,96,18,139,1,Partial – Stockout,13,43
JR-3496,590,590,590,144,126,186,144,0,Partial – Policy/Budget,0,18
JR-3497,591,591,591,50,40,117,47,0,Partial – Policy/Budget,-3,7
JR-3506,592,592,592,,106,375,110,0,Unknown,,4
JR-3512,593,593,593,95,69,418,122,0,Partial – Policy/Budget,27,53
JR-3513,594,594,594,173,159,485,160,0,Partial – Policy/Budget,-13,1
JR-3514,595,595,595,80,55,222,102,0,Partial – Policy/Budget,22,47
JR-3519,596,596,596,7,5,235,31,0,Partial – Policy/Budget,24,26
JR-3523,597,597,597,67,58,489,73,0,Partial – Policy/Budget,6,15
JR-3525,598,598,598,30,21,251,41,0,Partial – Policy/Budget,11,20
JR-3526,599,599,599,43,22,319,68,0,Partial – Policy/Budget,25,46
JR-3529,600,600,600,,4,400,34,0,Unknown,,30
JR-3531,601,601,601,106,86,50,75,1,Partial – Stockout,-31,-11
JR-3532,602,602,602,60,33,83,76,0,Partial – Policy/Budget,16,43
JR-3540,603,603,603,126,110,322,97,0,Partial – Policy/Budget,-29,-13
JR-3556,604,604,604,1,0,279,18,0,Partial – Policy/Budget,17,18
JR-3560,605,605,605,129,128,200,109,0,Partial – Policy/Budget,-20,-19
JR-3563,606,606,606,17,6,325,41,0,Partial – Policy/Budget,24,35
JR-3569,607,607,607,143,132,471,118,0,Partial – Policy/Budget,-25,-14
JR-3572,608,608,608,186,177,362,205,0,Partial – Policy/Budget,19,28
JR-3572,609,609,609,28,24,274,14,0,Partial – Policy/Budget,-14,-10
JR-3577,610,610,610,65,41,52,80,1,Partial – Stockout,15,39
JR-3580,611,611,611,182,160,474,199,0,Partial – Policy/Budget,17,39
JR-3583,612,612,612,127,125,351,136,0,Partial – Policy/Budget,9,11
JR-3587,613,613,613,104,84,478,75,0,Partial – Policy/Budget,-29,-9
JR-3587,614,614,614,70,42,321,81,0,Partial – Policy/Budget,11,39
JR-3593,615,615,615,91,75,438,84,0,Partial – Policy/Budget,-7,9
JR-3594,616,616,616,79,62,7,84,1,Partial – Stockout,5,22
JR-3604,617,617,617,16,7,363,0,0,Partial – Policy/Budget,-16,-7
JR-3608,618,618,618,5,0,200,2,0,Partial – Policy/Budget,-3,2
JR-3610,619,619,619,69,65,14,71,1,Partial – Stockout,2,6
JR-3616,620,620,620,103,82,257,113,0,Partial – Policy/Budget,10,31
JR-3625,621,621,621,112,92,162,117,0,Partial – Policy/Budget,5,25
JR-3626,622,622,622,69,55,463,50,0,Partial – Policy/Budget,-19,-5
JR-3627,623,623,623,2,0,426,0,0,Partial – Policy/Budget,-2,0
JR-3627,624,624,624,17,1,79,5,0,Partial – Policy/Budget,-12,4
JR-3630,625,625,625,128,104,373,101,0,Partial – Policy/Budget,-27,-3
JR-3635,626,626,626,81,77,294,101,0,Partial – Policy/Budget,20,24
JR-3641,627,627,627,22,5,131,37,0,Partial – Policy/Budget,15,32
JR-3643,628,628,628,172,163,312,160,0,Partial – Policy/Budget,-12,-3
JR-3653,629,629,629,199,197,141,165,1,Partial – Stockout,-34,-32
JR-3654,630,630,630,87,80,160,83,0,Partial – Policy/Budget,-4,3
JR-3655,631,631,631,111,85,270,116,0,Partial – Policy/Budget,5,31
JR-3664,632,632,632,138,125,195,142,0,Partial – Policy/Budget,4,17
JR-3668,633,633,633,148,147,74,167,1,Partial – Stockout,19,20
JR-3675,634,634,634,13,5,184,36,0,Partial – Policy/Budget,23,31
JR-3688,635,635,635,112,101,369,142,0,Partial – Policy/Budget,30,41
JR-3689,636,636,636,125,112,68,91,1,Partial – Stockout,-34,-21
JR-3700,637,637,637,13,0,190,23,0,Partial – Policy/Budget,10,23
JR-3703,638,638,638,112,105,473,135,0,Partial – Policy/Budget,23,30
JR-3703,639,639,639,,127,222,171,0,Unknown,,44
JR-3704,640,640,640,119,90,65,124,1,Partial – Stockout,5,34
JR-3709,641,641,641,19,0,251,8,0,Partial – Policy/Budget,-11,8
JR-3711,642,642,642,13,1,320,46,0,Partial – Policy/Budget,33,45
JR-3725,643,643,643,177,168,462,185,0,Partial – Policy/Budget,8,17
JR-3727,644,644,644,108,99,313,131,0,Partial – Policy/Budget,23,32
JR-3731,645,645,645,159,148,289,159,0,Partial – Policy/Budget,0,11
JR-3733,646,646,646,125,116,71,129,1,Partial – Stockout,4,13
JR-3734,647,647,647,101,98,48,121,1,Partial – Stockout,20,23
JR-3735,648,648,648,18,14,263,0,0,Partial – Policy/Budget,-18,-14
JR-3738,649,649,649,54,29,98,37,0,Partial – Policy/Budget,-17,8
JR-3742,650,650,650,,0,477,7,0,Unknown,,7
JR-3744,651,651,651,9,0,472,29,0,Partial – Policy/Budget,20,29
JR-3745,652,652,652,118,106,243,111,0,Partial – Policy/Budget,-7,5
JR-3749,653,653,653,155,136,493,163,0,Partial – Policy/Budget,8,27
JR-3756,654,654,654,187,162,180,155,1,Partial – Stockout,-32,-7
JR-3762,655,655,655,147,123,81,148,1,Partial – Stockout,1,25
JR-3768,656,656,656,93,80,336,90,0,Partial – Policy/Budget,-3,10
JR-3772,657,657,657,15,0,492,33,0,Partial – Policy/Budget,18,33
JR-3772,658,658,658,150,127,483,136,0,Partial – Policy/Budget,-14,9
JR-3778,659,659,659,28,21,52,23,0,Partial – Policy/Budget,-5,2
JR-3783,660,660,660,128,113,476,123,0,Partial – Policy/Budget,-5,10
JR-3788,661,661,661,22,16,370,43,0,Partial – Policy/Budget,21,27
JR-3790,662,662,662,35,17,235,33,0,Partial – Policy/Budget,-2,16
JR-3791,663,663,663,88,68,79,113,1,Partial – Stockout,25,45
JR-3792,664,664,664,146,133,123,143,1,Partial – Stockout,-3,10
JR-3792,665,665,665,192,162,337,182,0,Partial – Policy/Budget,-10,20
JR-3794,666,666,666,56,30,210,36,0,Partial – Policy/Budget,-20,6
JR-3797,667,667,667,173,149,436,151,0,Partial – Policy/Budget,-22,2
JR-3798,668,668,668,72,48,178,87,0,Partial – Policy/Budget,15,39
JR-3803,669,669,669,136,113,125,140,1,Partial – Stockout,4,27
JR-3808,670,670,670,26,5,283,49,0,Partial – Policy/Budget,23,44
JR-3826,671,671,671,172,150,409,148,0,Partial – Policy/Budget,-24,-2
JR-3833,672,672,672,,29,433,49,0,Unknown,,20
JR-3842,673,673,673,175,157,423,172,0,Partial – Policy/Budget,-3,15
JR-3844,674,674,674,3,0,334,0,0,Partial – Policy/Budget,-3,0
JR-3847,675,675,675,188,172,61,199,1,Partial – Stockout,11,27
JR-3848,676,676,676,7,0,207,0,0,Partial – Policy/Budget,-7,0
JR-3855,677,677,677,86,59,283,79,0,Partial – Policy/Budget,-7,20
JR-3858,678,678,678,141,136,169,121,0,Partial – Policy/Budget,-20,-15
JR-3860,679,679,679,151,128,77,137,1,Partial – Stockout,-14,9
JR-3865,680,680,680,142,128,363,126,0,Partial – Policy/Budget,-16,-2
JR-3866,681,681,681,67,38,347,44,0,Partial – Policy/Budget,-23,6
JR-3871,682,682,682,165,148,360,179,0,Partial – Policy/Budget,14,31
JR-3872,683,683,683,162,138,452,170,0,Partial – Policy/Budget,8,32
JR-3877,684,684,684,30,30,362,35,0,Full,5,5
JR-3883,685,685,685,164,137,21,174,1,Partial – Stockout,10,37
JR-3884,686,686,686,67,38,51,61,1,Partial – Stockout,-6,23
JR-3886,687,687,687,,48,207,108,0,Unknown,,60
JR-3888,688,688,688,40,19,472,14,0,Partial – Policy/Budget,-26,-5
JR-3890,689,689,689,95,90,360,57,0,Partial – Policy/Budget,-38,-33
JR-3897,690,690,690,80,60,29,77,1,Partial – Stockout,-3,17
JR-3898,691,691,691,33,31,214,36,0,Partial – Policy/Budget,3,5
JR-3911,692,692,692,100,79,311,79,0,Partial – Policy/Budget,-21,0
JR-3918,693,693,693,196,189,188,186,1,Partial – Stockout,-10,-3
JR-3918,694,694,694,9,0,352,0,0,Partial – Policy/Budget,-9,0
JR-3924,695,695,695,121,111,181,137,0,Partial – Policy/Budget,16,26
JR-3926,696,696,696,8,2,54,17,0,Partial – Policy/Budget,9,15
JR-3930,697,697,697,108,91,388,76,0,Partial – Policy/Budget,-32,-15
JR-3946,698,698,698,6,0,305,0,0,Partial – Policy/Budget,-6,0
JR-3947,699,699,699,80,63,5,114,1,Partial – Stockout,34,51
JR-3949,700,700,700,132,102,207,113,0,Partial – Policy/Budget,-19,11
JR-3949,701,701,701,,168,313,205,0,Unknown,,37
JR-3950,702,702,702,43,38,40,80,1,Partial – Stockout,37,42
JR-3956,703,703,703,139,130,164,170,0,Partial – Policy/Budget,31,40
JR-3960,704,704,704,88,63,379,71,0,Partial – Policy/Budget,-17,8
JR-3962,705,705,705,177,153,319,197,0,Partial – Policy/Budget,20,44
JR-3981,706,706,706,196,166,66,210,1,Partial – Stockout,14,44
JR-3984,707,707,707,137,112,137,154,0,Partial – Policy/Budget,17,42
JR-3988,708,708,708,120,97,71,131,1,Partial – Stockout,11,34
JR-3992,709,709,709,65,41,45,13,1,Partial – Stockout,-52,-28
JR-3996,710,710,710,195,166,261,200,0,Partial – Policy/Budget,5,34
JR-4002,711,711,711,195,192,306,206,0,Partial – Policy/Budget,11,14
JR-4005,712,712,712,178,160,48,230,1,Partial – Stockout,52,70
JR-4013,713,713,713,127,114,107,127,1,Partial – Stockout,0,13
JR-4018,714,714,714,64,55,239,43,0,Partial – Policy/Budget,-21,-12
JR-4028,715,715,715,37,36,334,51,0,Partial – Policy/Budget,14,15
JR-4032,716,716,716,20,0,309,44,0,Partial – Policy/Budget,24,44
JR-4033,717,717,717,112,91,490,98,0,Partial – Policy/Budget,-14,7
JR-4036,718,718,718,174,151,490,164,0,Partial – Policy/Budget,-10,13
JR-4039,719,719,719,4,0,438,27,0,Partial – Policy/Budget,23,27
JR-4042,720,720,720,70,54,343,49,0,Partial – Policy/Budget,-21,-5
JR-4043,721,721,721,124,104,275,110,0,Partial – Policy/Budget,-14,6
JR-4047,722,722,722,97,88,283,95,0,Partial – Policy/Budget,-2,7
JR-4052,723,723,723,,161,446,197,0,Unknown,,36
JR-4057,724,724,724,139,128,165,126,0,Partial – Policy/Budget,-13,-2
JR-4058,725,725,725,50,48,466,53,0,Partial – Policy/Budget,3,5
JR-4069,726,726,726,85,57,233,88,0,Partial – Policy/Budget,3,31
JR-4073,727,727,727,132,121,318,105,0,Partial – Policy/Budget,-27,-16
JR-4077,728,728,728,109,85,482,105,0,Partial – Policy/Budget,-4,20
JR-4078,729,729,729,124,121,174,134,0,Partial – Policy/Budget,10,13
JR-4079,730,730,730,17,9,216,7,0,Partial – Policy/Budget,-10,-2
JR-4079,731,731,731,0,0,490,30,0,Full,30,30
JR-4079,732,732,732,27,23,94,31,0,Partial – Policy/Budget,4,8
JR-4083,733,733,733,6,0,246,0,0,Partial – Policy/Budget,-6,0
JR-4084,734,734,734,82,63,243,66,0,Partial – Policy/Budget,-16,3
JR-4084,735,735,735,69,41,102,76,0,Partial – Policy/Budget,7,35
JR-4084,736,736,736,126,109,158,117,0,Partial – Policy/Budget,-9,8
