DateKey,Year,Month
1873,2021,6
1874,2022,5
1875,2020,5
1876,2022,8
1877,2023,10
1878,2019,8
1879,2019,4
1880,2023,6
1881,2022,12
1882,2022,5
1883,2021,4
1884,2021,7
1885,2019,4
1886,2019,6
1887,2022,4
1888,2022,10
1889,2022,10
1890,2022,4
1891,2021,10
1892,2022,2
1893,2023,7
1894,2021,6
1895,2020,5
1896,2022,1
1897,2023,7
1898,2022,10
1899,2022,9
1900,2023,5
1901,2020,6
1902,2022,11
1903,2020,12
1904,2022,2
1905,2019,5
1906,2019,1
1907,2021,6
1908,2021,6
1909,2023,12
1910,2019,9
1911,2021,6
1912,2023,2
1913,2019,5
1914,2019,2
1915,2019,12
1916,2022,1
1917,2021,4
1918,2023,8
1919,2021,6
1920,2020,11
1921,2021,2
1922,2022,6
1923,2021,2
1924,2020,7
1925,2022,4
1926,2019,8
1927,2022,8
1928,2022,12
1929,2023,10
1930,2022,10
1931,2022,1
1932,2021,6
1933,2021,3
1934,2020,7
1935,2022,2
1936,2021,2
1937,2020,9
1938,2023,3
1939,2023,10
1940,2023,4
1941,2020,3
1942,2021,10
1943,2022,3
1944,2023,4
1945,2022,11
1946,2021,8
1947,2021,9
1948,2019,7
1949,2019,4
1950,2022,4
1951,2020,2
1952,2019,4
1953,2023,12
1954,2023,1
1955,2022,8
1956,2021,1
1957,2022,1
1958,2019,12
1959,2022,10
1960,2019,9
1961,2021,8
1962,2023,12
1963,2021,10
1964,2021,10
1965,2020,4
1966,2021,10
1967,2021,9
1968,2023,7
1969,2019,6
1970,2023,11
1971,2020,9
1972,2023,8
1973,2020,4
1974,2021,12
1975,2022,6
1976,2020,3
1977,2021,10
1978,2023,12
1979,2020,4
1980,2022,11
1981,2022,6
1982,2020,3
1983,2020,10
1984,2023,7
1985,2019,3
1986,2020,10
1987,2022,7
1988,2020,4
1989,2021,4
1990,2021,10
1991,2022,10
1992,2021,2
1993,2023,4
1994,2019,2
1995,2021,1
1996,2023,3
1997,2023,12
1998,2023,2
1999,2022,6
2000,2022,11
2001,2022,2
2002,2023,10
2003,2022,10
2004,2022,1
2005,2023,5
2006,2022,4
2007,2023,7
2008,2023,11
2009,2021,10
2010,2021,10
2011,2022,2
2012,2021,5
2013,2020,1
2014,2019,7
2015,2022,12
2016,2020,9
2017,2021,1
2018,2019,10
2019,2021,6
2020,2019,8
2021,2021,4
2022,2022,11
2023,2023,3
2024,2021,2
2025,2021,3
2026,2019,1
2027,2020,2
2028,2022,3
2029,2023,9
2030,2021,6
2031,2022,3
2032,2021,3
2033,2021,7
2034,2022,11
2035,2022,9
2036,2020,11
2037,2019,4
2038,2020,4
2039,2019,5
2040,2022,3
2041,2019,5
2042,2019,8
2043,2019,6
2044,2022,6
2045,2023,3
2046,2023,3
2047,2022,3
2048,2021,9
2049,2022,4
2050,2020,1
2051,2021,9
2052,2019,9
2053,2020,9
2054,2020,10
2055,2021,9
2056,2019,11
2057,2022,7
2058,2021,12
2059,2021,1
2060,2019,6
2061,2022,8
2062,2021,6
2063,2022,11
2064,2022,9
2065,2023,4
2066,2020,2
2067,2021,1
2068,2020,8
2069,2022,2
2070,2022,5
2071,2022,3
2072,2023,8
2073,2023,7
2074,2021,8
2075,2019,3
2076,2019,2
2077,2020,5
2078,2023,2
2079,2020,8
2080,2021,10
2081,2023,9
2082,2023,2
2083,2019,10
2084,2019,1
2085,2023,9
2086,2020,12
2087,2022,6
2088,2021,1
2089,2021,4
2090,2020,2
2091,2019,5
2092,2023,10
2093,2020,4
2094,2021,6
2095,2020,11
2096,2021,4
2097,2021,1
2098,2021,7
2099,2020,5
2100,2023,8
2101,2022,9
2102,2021,12
2103,2019,2
2104,2019,11
2105,2021,6
2106,2019,3
2107,2019,7
2108,2020,4
2109,2023,8
2110,2022,9
2111,2020,11
2112,2021,3
2113,2023,5
2114,2021,4
2115,2020,9
2116,2020,3
2117,2022,5
2118,2021,6
2119,2021,1
2120,2020,2
2121,2023,6
2122,2020,8
2123,2022,9
2124,2023,10
2125,2022,5
2126,2023,8
2127,2023,3
2128,2020,4
2129,2020,10
2130,2020,9
2131,2022,6
2132,2019,7
2133,2019,10
2134,2019,10
2135,2019,8
2136,2021,11
2137,2022,11
2138,2020,11
2139,2019,8
2140,2022,6
2141,2022,5
2142,2020,10
2143,2021,12
2144,2019,10
2145,2019,9
2146,2019,12
2147,2019,1
2148,2021,12
2149,2020,11
2150,2023,3
2151,2019,5
2152,2022,5
2153,2022,1
2154,2023,12
2155,2023,7
2156,2020,7
2157,2022,9
2158,2022,11
2159,2021,1
2160,2019,4
